"Product Name","Price","Unity","Location","Time","Store Name","Delivery"
"Asus vivobook X16  i5-12éme 8GB 256GB SSD 15,6"" FHD Windows 11","125 000","DA","Bab ezzouar, 16","il y a environ 20 heures","Mido Camera","Paiement à la livraison"
"Microsoft 365 Original ,Suite Complete Office , 1 To Stockage OneDrive , Teams P...","6 000","DA","Ben aknoun, 16","il y a 3 jours","",""
"Fabrication cashi","20 000","DA","Ain benian, 16","il y a 3 jours","",""
"Asus vivobook X17  i5-12éme 12GB 256GB SSD 17"" FHD Windows 11","125 000","DA","Bab ezzouar, 16","il y a environ 20 heures","Mido Camera","Paiement à la livraison"
"LAPTOP ASUS VIVOBOOK X415E Intel i5-11éme 8GB 256GB 14"" Nvidia MX330","105 000","DA","Bab ezzouar, 16","il y a environ 20 heures","Mido Camera","Paiement à la livraison"
"Pack Gaming Casque + Souris Lightspeed Sans fil Logitech G435 SE +G305 SE - blan...","20 900","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"Souris : Logitech, Razer, Steelseries, Zowie, Lamzu, Pulsar","","","il y a environ 21 heures","","Zmika Store",""
"Tapis De souris : Logitech, Steelseries, Zowie, Razer, Corsair","","","il y a environ 21 heures","","Zmika Store",""
"LOGITECH G PRO X SUPERLIGHT 2","36 900","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"Logitech G G502X Plus With RGB","28 500","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"Logitech BRIO Webcam Ultra HD 4K","38 000","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"Z790-F ASUS ROG STRIX GAMING WIFI","87 000","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"Souris :  Logitech Steelseries Zowie  Razer  Pulsar Glorious Xtrfy","14 500","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"Zowie BenQ EC3-CW et EC2-CW","38 500","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"Clavier Logitech G915 TKL Wireless","37 000","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"LOGITECH G PRO X SUPERLIGHT WIRELESS GAMING MOUSE.","24 900","DA","Jijel, 18","il y a environ 21 heures","Zmika Store",""
"IMPRIMANTE Canon PIXMA iX6840 COULEUR WIFI A3+","60 000","DA","El eulma, 19","il y a environ 23 heures","Calama Informatique",""
"Imagepac","13 000","DA","Ain benian, 16","il y a 3 jours","",""
"CD-DVD","1","DA","Alger centre, 16","il y a 3 jours","",""
"IMPRIMANTE Canon MF275dw LASER NOIR-ET-BLANC 4en1 WIFI RECTO-VERSO ADF","71 000","DA","El eulma, 19","il y a environ 23 heures","Calama Informatique",""
"IMPRIMANTE Brother J5340DW 4en1 WIFI RECTO-VERSO ADF A3","64 000","DA","El eulma, 19","il y a environ 23 heures","Calama Informatique",""
"IMPRIMANTE Canon G2470 RÉSERVOIR COULEUR MULTIFONCTION","28 000","DA","El eulma, 19","il y a environ 23 heures","Calama Informatique",""
"Brother T720DW RÉSERVOIR, MULTIFONCTION, WIFI, RECTO-VERSO, ADF","58 500","DA","El eulma, 19","il y a environ 23 heures","Calama Informatique",""
"Canon MF3010 Laser, Noir et Blanc, Multifonction","52 000","DA","El eulma, 19","il y a environ 23 heures","Calama Informatique",""
"World of GAMER","","","Cheraga, 16","il y a 3 jours","",""
"Canva premium Abonnement 1 An / 3 Ans","2 000","DA","Said hamdine, 16","il y a 3 jours","",""
"CARTE GRAPHIQUE GIGABYTE GEFORCE RTX 4060 EAGLE VRAM 08GB GDDR6 DLSS 3 / 2 HDMI/...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"CARTE GRAPHIQUE GIGABYTE GEFORCE RTX 4060TI EAGLE VRAM 08GB GDDR6 DLSS 3 / 2 HDM...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"ECRAN GIGABYTE M32U 32 POUCES FOR GAMING 4K UHD 1MS 144HZ IPS HDR/HDMI 2.1/DISPL...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"ECRAN GIGABYTE M32UC 32 POUCES FOR GAMING 4K UHD 1MS 144HZ 1500R IPS HDR/HDMI 2....","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"ECRAN GIGABYTE M28U 28 POUCES FOR GAMING 4K UHD 1MS 144HZ IPS HDR / HDMI 2.1 / D...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"IMPRIMANTE EPSON L3250","37 500","DA","Medea, 26","il y a 3 jours","",""
"IPBX UCM6302a","10","DA","Dar el beida, 16","il y a 3 jours","",""
"DRUM - IMAGING DRUM LEXMARK MS/MX 310 / 410 / 510 / 610 COMPATIBLE","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"ALL IN ONE LENOVO IDEACENTRE A340-24IWL I3-10110U RAM DDR4 4GB HDD 1TB 23.8 FHD ...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"ALL IN ONE LENOVO IDEACENTRE A340-24IWL I5-10210U RAM DDR4 8GB SSD 256GB 23.8 FH...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"DRUM TAMBOUR CANON C-EXV32 C-EXV33 FOR IR2520 - IR2530 - IR2535 - IR2545 COMPATI...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER CANON C-EXV60 POUR IR2425 / IR2425I ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"HP 711 Tête HP711 pour traceur HP T520 T120 Ref. C1Q10A","68 000","DA","Skikda, 21","il y a 3 jours","",""
"Tapis souris","1 900","DA","il y a 3 jours","","",""
"TONER KYOCERA TK-6725 POUR 7002I - 8002I - 9002I - 7003I - 8003I - 9003I COMPATI...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER KYOCERA TK-3400 POUR MA4500 PA4500 COMPATIBLE","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"DATASHOW EPSON EB-FH52 4000 LUMENS WIFI / HDMI / VGA / USB TYPE-A","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"CABLE HDMI UHD UGREEN 2.1 8K 60HZ / 4K 60HZ HAUTE VITESSE 48GBPS 3D EARC HDR 10 ...","4 700","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"UGREEN 11 IN 1 USB TYPE-C 3.2 8K 30HZ 4K 60HZ 03 USB DATA-A 02 USB TYPE-C 100W 0...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"point d`access ubiquity","10","DA","Dar el beida, 16","il y a 3 jours","",""
"Lampe Epson","","","Oran, 31","il y a 3 jours","",""
"SOURIS RAZER VIPER ULTIMATE WITH CHERGING STATION WIRELESS GAMING HYPERSPEED TEC...","27 000","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"IMPRIMANTE MULTIFONCTION LASER CANON MF113W WIFI","55 000","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"IMPRIMANTE MULTIFONCTION BROTHER 3EN1 RÉSERVOIR INTÉGRÉ T420W WIFI","39 900","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TETE D'IMPRESSION CANON PF06 POUR TM-300 TM-200 TM-350 TM-240 TM-355 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"PACK DE TONER KYOCERA TK-5440/5430 NOIR + 03 COULEURS POUR PA2100 MA2100 ORIGINA...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER RICOH MP2014 M2701 M2700 M2702 COMPATIBLE","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER LEXMARK MS310/MS410/MS510/MS610 COMPATIBLE / ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER LEXMARK MX MS321/MS421/MS521/MS621 ORIGINAL / COMPATIBLE","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"ECRAN HP 24 POUCES V24V G5 23,8"" FHD / 75Hz / 5MS HDMI / VGA GAMING","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"ECRAN LENOVO C24-40 FHD 75HZ VA 4MS VGA / HDMI NEW","33 500","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"RACK UGREEN M.2 NVMe 10Gbps USB 3.2 Gen2 TYPE-C","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"UGREEN 5 IN 1 USB TYPE-C 4K 30HZ / 03 USB DATA-A / USB TYPE-C 100W / HDMI 100WH","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER PANASONIC 1520P / 1820E / 1820P / 8016P / 8020E ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"UGREEN 10 IN 1 USB TYPE-C 4K 30HZ / VGA / USB 3.0 / SD CARD / USB TYPE-C / RJ45 ...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"Kingston A400 120GB (Debalai jamais utilisé)","2 500","DA","Alger centre, 16","il y a 3 jours","",""
"RAM Adata 2X4GB DDR3L 1600mhz","3 000","DA","Alger centre, 16","il y a 3 jours","",""
"TONER KYOCERA TK-435 TK-410 POUR TASKALFA 180 / 220 / 221 COMPATIBLE","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER KYOCERA TK-18 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE HP 9470M / 9480M BT04XL/BA06XL ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE DELL NNF1C 46WH FOR DELL XPS 13 9365 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER KYOCERA TK-7225 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"OEM HP MOTHERBOARD Workstation FOR Z2 G5 TOWER 10The Gen-intel i+Intel Xeon","39 000","DA","Tadjenanet, 43","il y a 3 jours","",""
"gatway voip","10","DA","Dar el beida, 16","il y a 3 jours","",""
"TONER KYOCERA TK-4145 ORIGINAL / COMPATIBLE","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"PACK DE TONER KYOCERA TK-8365 NOIR + 03 COULEURS ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"IMPRIMANTE MULTIFUNCTION KYOCERA MA2000W - MA2000 LASER / SCANNER / PHOTOCOPIE /...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE DELL K5XWW LATITUDE 5289 7389 7390 2-in-1 SERIES LATITUDE 12 5000 E5289...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE DELL 4GVMP E5400 5500 5410 5510 E5500 INS 7590 7591 7791 2-1 PRECSION 3...","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"Pc portable","250 000","DA","Tiaret, 14","il y a 3 jours","",""
"728","1","DA","El khroub, 25","il y a 3 jours","",""
"BATTERIE HP BR04XL ELITEBOOK 1020 G1 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE HP VV09XL HP ZBook 15 G3 G4 ZBook 17 G3 MOBILE WORKSTATION ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"DRUM XEROX PHASER 7100 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"DRUM XEROX 7120 / 7125 / 7220 / 7225 / 7220i / 7225i ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"IMPRIMANTE CANON MULTIFONCTION MF651CW LASER COULEUR WIFI","73 000","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"iptv smarters pro abonnement","500","DA","Blida, 9","il y a 3 jours","",""
"Cable réseau FTP Cat6","9 000","DA","Bordj el kiffan, 16","il y a 3 jours","",""
"PACK DE TONER OKI C810 C830 NOIR + 03 COULEURS ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"IMPRIMANTE MULTIFONCTION  CANON MF275DW 29PPM WIFI / DUPLEX","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER EPSON M300 10K PAGES COMPATIBLE","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"PACK DE 02 TONER XEROX 7100 NOIR ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"PACK DE TONER EPSON C2800 NOIR + 03 COULEURS ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"Lot de coffrets de brassage réseaux neufs","24 000","DA","Zeralda, 16","il y a 3 jours","",""
"Routeur Wi-Fi AR161W-S","80 000","DA","Alger centre, 16","il y a 3 jours","",""
"TONER EPSON M2000 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER EPSON M2300 M2400 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"PACK DE TONER LEXMARK X746 X748 NOIR + 03 COULEURS ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"CHARGEUR ACER 19V / 7.1A 135WH ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"CHARGEUR ACER 19V / 9.23A 180WH ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE HP VI04XL FOR HP ProBook 440 450 455 G2 HIGH COPY","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE HP VR03XL HP ENVY 13-d 13-d000 13-d010nr 13-d008na ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE DELL E5540 / E5440 0M7T5F F49WX NVWGM 0K8HC 1N9C0 7W6K0 CXF66 WGCW6","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"PACK TONER CANON 069 NOIR + 03 COULEURS COMPATIBLE / ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"TONER LEXMARAK E260 E360 E460 E462 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"BATTERIE DELL PW23Y 60WH ORIGINAL FOR DELL XPS 13 9360 ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"CHARGEUR HP 19.5V/7.7A PIN ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
"CHARGEUR HP 19.5V/4.62A 3.34A FICHE BLUE ORIGINAL","4","DA","Kouba, 16","il y a environ 23 heures","CMR INFORMATIQUE","Paiement à la livraison"
